
Wikinews	organization
interviews	O
Mario	person
J.	person
Lucero	person
and	person
Isabel	person
Ruiz	person
of	person
Heaven	person
Sent	person
Gaming	person

General	abstract
questions	abstract

What	O
is	O
Heaven	organization
Sent	organization
Gaming	organization
?	O

Heaven	organization
Sent	organization
Gaming	organization
is	O
basically	O
me	person
and	O
Isabel	person
,	O
I	person
'm	O
Mario	person
J.	person
Lucero	person
.	O

And	O
,	O
I	person
'm	O
Isabel	person
Ruiz	person
.	O

And	O
,	O
together	O
we	person
formed	O
this	organization
thing	organization
,	O
it	organization
's	O
sort	O
of	O
like	O
an	organization
entertainment	organization
team	organization
.	O

We	person
started	O
it	organization
basically	O
,	O
because	O
I	person
wanted	O
to	O
-	O
I	person
wanted	O
to	O
work	O
with	O
Isabel	person
on	O
a	abstract
lot	abstract
of	abstract
projects	abstract
that	O
we	person
had	O
going	O
on	O
together	O
.	O

We	person
were	O
coming	O
with	O
comics	abstract
,	O
like	O
,	O
left	O
and	O
right	O
,	O
we	person
were	O
coming	O
up	O
with	O
things	abstract
like	abstract
Karis	abstract
,	O
in	O
high	place
school	place
she	person
came	O
up	O
with	O
that	event
one	event
,	O
I	person
came	O
up	O
with	O
an	abstract
individual	abstract
story	abstract
called	O
Thad	abstract
's	abstract
World	abstract
Destruction	abstract
and	O
,	O
she	abstract
wanted	abstract
to	abstract
illustrate	abstract
it	abstract
,	O
and	O
so	O
,	O
that	abstract
's	O
the	abstract
way	abstract
we	person
ended	O
up	O
doing	O
it	abstract
.	O

Yep	O
,	O
we	person
like	O
to	O
just	O
make	abstract
our	abstract
own	abstract
original	abstract
content	abstract
,	O
and	O
,	O
yep	O
,	O
that	abstract
's	O
what	O
we	person
wanted	O
to	O
do	O
.	O

How	O
did	O
you	person
two	person
meet	O
?	O

We	person
met	O
back	O
in	O
high	place
school	place
.	O

In	O
this	place
private	place
,	place
tiny-tiny	place
private	place
school	place
of	place
50	place
students	place
.	O

But	O
,	O
before	O
hand	O
in	O
middle	place
school	place
,	O
I	person
kept	O
on	O
hearing	O
about	O
