
Frank	person
Messina	person
:	O
An	event
Interview	event
with	O
the	person
“	person
Mets	person
Poet	person
“	O

Wednesday	time
,	time
October	time
3	time
,	time
2007	time

You	person
have	O
received	O
a	abstract
good	abstract
deal	abstract
of	abstract
attention	abstract
recently	O
.	O

Even	O
though	O
I	person
m	O
not	O
Michael	person
Jackson	person
or	person
somebody	person
,	O
when	event
people	event
come	event
up	event
to	event
me	event
and	event
introduce	event
themselves	event
and	event
say	event
,	event
"	event
Hey	event
Frank	event
,	event
my	event
name	event
is	event
John	event
,	event
'	event
I	event
say	event
,	event
"	event
Hey	event
John	event
,	event
my	event
name	event
is	event
Frank	event
"	event
and	event
they	event
laugh	event
.	O

It	event
's	O
a	O
funny	O
phenomenon	O
.	O

What	O
goes	O
through	O
your	person
head	O
when	O
that	event
happens	O
?	O

I	person
understand	O
it	event
.	O

I	person
've	O
gone	O
to	O
readings	event
and	event
concerts	event
.	O

I	person
look	O
at	O
it	event
as	O
human	abstract
interaction	abstract
.	O

Over	O
the	O
years	O
I	person
have	event
performed	event
in	event
32	event
countries	event
and	event
40	event
states	event
.	O

I	person
've	O
been	O
doing	O
this	event
professionally	O
since	time
I	time
was	time
in	time
my	time
twenties	time
,	O
and	O
before	O
that	time
since	O
I	person
was	O
sixteen	O
doing	O
little	abstract
tidbit	abstract
poetry	abstract
readings	abstract
in	abstract
coffeehouses	abstract
.	O

The	organization
band	organization
I	organization
started	organization
in	organization
1993	organization
,	O
Spoken	organization
Motion	organization
,	O
received	O
a	abstract
lot	abstract
of	abstract
recognition	abstract
as	O
a	organization
spoken	organization
word	organization
band	organization
born	organization
out	organization
of	organization
the	organization
New	organization
York	organization
spoken	organization
word	organization
scene	organization
.	O

I	person
worked	O
with	O
some	person
great	person
musicians	person
and	O
performed	O
around	O
the	place
world	place
.	O

I	person
remember	O
signing	event
my	event
first	event
autograph	event
to	event
a	event
kid	event
when	event
I	event
was	event
25	event
years	event
old	event
.	O

As	O
time	O
went	O
on	O
,	O
I	person
came	O
out	O
with	O
books	object
and	object
CDs	object
,	O
and	O
I	person
became	O
used	O
to	O
that	event
kind	event
of	event
thing	event
.	O

To	O
me	person
,	O
the	abstract
ultimate	abstract
feeling	abstract
of	abstract
success	abstract
as	abstract
an	abstract
artist	abstract
,	O
is	O
to	O
move	O
somebody	person
enough	O
where	O
they	person
thank	O
you	person
.	O

When	O
someone	person
comes	O
up	O
and	O
says	O
,	O
'	O
Frank	person
,	O
thank	O
you	O
,	O
your	abstract
work	abstract
is	O
great	O
.	O
"	O

You	person
have	O
a	abstract
long	abstract
career	abstract
in	abstract
poetry	abstract
,	O
but	O
as	abstract
of	abstract
late	abstract
the	abstract
attention	abstract
you	abstract
have	abstract
garnered	abstract
is	abstract
for	abstract
the	abstract
Mets-inspired	abstract
work	abstract
.	O

How	O
do	O
you	person
feel	O
about	O
having	abstract
a	abstract
lot	abstract
of	abstract
your	abstract
work	abstract
overshadowed	abstract
by	abstract
the	abstract
Mets	abstract
work	abstract
?	O

It	abstract
's	O
ironic	O
.	O

Some	abstract
of	abstract
the	abstract
greatest	abstract
poetry	abstract
has	O
been	O
born	O
out	O
of	O
failure	abstract
and	abstract
the	abstract
depths	abstract
of	abstract
adversity	abstract
in	abstract
the	abstract
human	abstract
experience	abstract
.	O

Walt	person
Whitman	person
,	O
the	person
first	person
great	person
American	person
poet	person
,	O
wrote	O
about	O
the	event
Civil	event
War	event
.	O

He	person
went	O
looking	O
for	O
his	person
brother	person
,	O
George	person
Whitman	person
,	O
after	O
he	person
a	object
telegram	object
telling	object
him	object
his	object
brother	object
was	object
injured	object
in	object
the	object
South	object
.	O

When	O
he	person
started	O
out	O
his	abstract
poems	abstract
were	O
about	O
beating	O
drums	O
,	O
and	O
blow	O
,	O
bugle	O
,	O
blow	O
.	O

Real	O
patriotic	O
.	O

Then	O
he	person
started	O
to	O
see	O
the	object
real	object
horrors	object
of	object
war	object
.	O

He	person
was	O
able	O
to	O
tap	O
into	O
the	abstract
human	abstract
condition	abstract
and	abstract
the	abstract
situation	abstract
at	abstract
that	abstract
time	abstract
.	O

Eventually	O
when	O
he	person
found	O
his	person
brother	person
he	person
had	O
resolution	O
.	O

I	person
experienced	O
that	abstract
kind	abstract
of	abstract
adversity	abstract
during	O
9/11	event
being	O
a	O
civilian	O
volunteer	O
.	O

I	person
loaded	O
ferry	object
boats	object
in	object
Jersey	object
City	object
across	O
the	O
river	O
to	O
deliver	O
goods	object
to	O
Ground	place
Zero	place
.	O

I	person
turned	O
to	O
Whitman	person
to	O
find	O
some	O
understanding	O
of	O
what	O
is	O
happening	O
in	O
the	O
world	O
right	O
now	O
.	O

When	O
I	person
wrote	O
my	object
9/11-related	object
poems	object
,	O
that	event
was	O
true	O
adversity	O
.	O

I	person
realize	O
baseball	abstract
is	O
just	O
a	O
game	O
.	O

Can	O
you	person
recite	O
a	object
stanza	object
that	O
expresses	O
how	O
you	person
feel	O
right	O
now	O
?	O

This	object
was	O
a	abstract
piece	abstract
that	O
the	organization
Times	organization
only	O
quoted	O
one	O
stanza	O
,	O
but	O
it	abstract
's	O
about	O
preparation	O
for	O
a	event
battle	event
,	O
and	O
being	O
prepared	O
to	O
either	O
rise	O
to	O
the	O
occasion	O
,	O
or	O
go	O
down	O
:	O

Do	O
you	person
know	O
what	O
it	O
's	O
like	O
to	O
be	O
chased	O
by	O
the	O
Ghost	O
of	O
Failure	O
while	O
staring	O
through	O
Victory	O
's	O
door	O
?	O

Of	O
course	O
you	person
do	O
,	O
you	person
're	O
a	O
Mets	organization
fan	O
caught	O
in	O
a	time
do-or-die	time
moment	time
in	O
late	time
September	time
at	O
Shea	place

As	O
one	O
that	O
s	O
battled	O
hard	O
through	O
many	O
a	O
broken	O
dream	O
Let	O
me	person
say	O
,	O
"	O
in	O
order	O
to	O
rise	O
to	O
the	O
occasion	O
you	person
must	O
be	O
willing	O
to	O
go	O
down	O
with	O
the	O
ship	O
"	O
,	O

Have	event
