
Method	O
2	O
of	O
2	O
:	O
Using	O
Grammar	abstract

Name	event
your	event
language	event
.	O

This	abstract
is	O
the	O
most	O
fundamental	O
property	O
in	O
all	abstract
languages	abstract
.	O

You	person
have	O
many	abstract
names	abstract
to	O
choose	O
from	O
.	O

You	person
can	O
even	O
use	event
a	event
made	event
up	event
word	event
from	event
your	event
made	event
up	event
language	event
like	event
'	event
Victory	event
'	event
or	event
'	event
Great	event
Language	event
'	abstract
.	O

The	event
choice	event
is	O
all	O
yours	person
.	O

Start	O
off	O
with	O
the	abstract
highly	abstract
frequently	abstract
used	abstract
words	abstract
such	abstract
as	abstract
'	abstract
and	abstract
'	abstract
or	abstract
'	abstract
I	abstract
'	abstract
or	abstract
'	abstract
one	abstract
'	abstract
or	abstract
'	abstract
the	abstract
'	abstract
.	O

It	event
is	O
recommend	O
that	event
you	event
use	event
short	event
words	event
since	O
they	abstract
are	O
commonly	O
used	O
.	O

An	abstract
example	abstract
would	O
be	O
'	O
ant	O
'	O
for	O
and	O
or	O
'	O
es	O
'	O
or	O
even	O
'	O
loo	O
'	O
for	O
the	O
word	O
'	O
and	O
'	O
.	O

Start	O
thinking	O
about	O
the	abstract
grammar	abstract
rules	abstract
.	O

For	O
example	O
if	O
the	abstract
word	abstract
Bird	abstract
is	O
'	abstract
Vogelaviatiolap	abstract
'	abstract
then	O
why	O
not	O
make	O
the	abstract
word	abstract
Birds	abstract
'	abstract
Vogelaviatiolaps	abstract
'	abstract
since	O
the	abstract
suffix	abstract
'	abstract
s	abstract
'	abstract
is	O
added	O
at	O
the	O
end	O
for	O
most	abstract
languages	abstract
at	O
plurals	abstract
.	O

If	O
you	person
want	O
to	O
add	O
complication	abstract
,	O
you	person
can	O
add	O
genders	abstract
like	O
most	abstract
European	abstract
languages	abstract
like	abstract
French	abstract
and	abstract
German	abstract
.	O

For	O
example	O
,	O
if	O
you	person
want	O
the	abstract
word	abstract
'	animal
horse	animal
'	animal
to	O
be	O
a	O
boy	O
,	O
you	person
may	O
want	O
'	animal
the	animal
horse	animal
'	animal
to	O
be	O
'	O
Mat	O
Fereder	O
'	O
,	O
but	O
a	animal
'	animal
cat	animal
'	animal
to	O
be	O
a	O
girl	O
,	O
you	person
may	O
want	O
,	O
'	animal
the	animal
cat	animal
'	animal
to	O
be	O
'	O
Fet	O
Kamaow	O
'	O
.	O

Consider	O
basing	O
your	abstract
language	abstract
on	O
an	abstract
existing	abstract
language	abstract
.	O

For	O
example	O
,	O
in	O
my	abstract
made	abstract
up	abstract
language	abstract
,	O
'	abstract
Vogelaviatiolap	abstract
'	abstract
means	O
Bird	abstract
.	O

If	O
you	person
have	O
n't	O
guessed	O
,	O
it	abstract
comes	O
from	O
the	O
following	O
:	O

'	abstract
Vogel	abstract
'	abstract
comes	O
from	O
German	abstract
,	O
which	O
means	O
bird	abstract

'	abstract
aviatio	abstract
'	abstract
comes	O
from	O
English	abstract
.	O

It	abstract
's	O
uncompleted	O
though	O
,	O
because	O
the	abstract
word	abstract
is	O
part	O
of	O
the	abstract
term	abstract
'	abstract
aviation	abstract
'	abstract

'	abstract
lap	abstract
'	abstract
comes	O
from	O
Onomatopoeia	abstract
.	O

It	abstract
's	O
a	O
completed	O
term	O
,	O
but	O
it	abstract
is	O
supposed	O
to	O
come	O
from	O
'	O
Flap	O
!	O
'	O

Consider	O
basing	O
some	O
of	O
your	abstract
words	abstract
from	O
other	abstract
words	abstract
you	person
have	O
invented	O
.	O

For	O
example	O
,	O
if	O
you	person
invented	O
the	abstract
word	abstract
'	place
China	place
'	place
as	O
'	abstract
Khinssa	abstract
'	abstract
,	O
'	abstract
Drink	abstract
'	abstract
as	O
'	abstract
Bever	abstract
'	abstract
,	O
and	O
the	abstract
word	abstract
'	abstract
Accident	abstract
'	abstract
as	O
'	abstract
Casnondelibreaten	abstract
'	abstract
,	O
why	O
not	O
make	O
the	abstract
word	abstract
'	abstract
tea	abstract
'	abstract
as	O
'	abstract
Khincasnonbever	abstract
'	abstract
or	O
'	abstract
Bevernondelibreatekin	abstract
'	abstract
or	O
even	O
'	abstract
Khinssacasnondelibreatenibever	abstract
'	abstract
!	O

Get	O
inspiration	O
from	O
existing	abstract
alphabets	abstract
and	abstract
words	abstract
.	O

Why	O
not	O
add	O
some	abstract
non	abstract
Latin	abstract
Characters	abstract
such	abstract
as	abstract
ß	abstract
?	O

You	person
can	O
even	O
make	O
the	abstract
whole	abstract
language	abstract
not	O
based	O
on	O
the	abstract
Latin	abstract
Alphabet	abstract
at	O
all	O
like	O
Chinese	abstract
!	O

You	person
can	O
even	O
take	O
some	abstract
words	abstract
of	abstract
languages	abstract
,	O
altering	O
them	abstract
or	O
not	O
.	O

You	person
can	O
make	O
the	abstract
word	abstract
'	object
pen	object
'	object
as	O
'	O
penn	object
'	O
or	O
even	O
'	O
pen	object
'	O
.	O

Using	event
the	event
dictionary	event
can	O
ensure	O
you	person
not	O
missing	O
a	O
single	O
word	O
.	O

Keep	O
track	O
of	O
all	O
your	person

Remember	O
to	O
write	O
down	O
your	object
creations	object
!	O

Use	O
your	abstract
language	abstract
.	O

Get	O
used	O
to	O
using	O
it	abstract
yourself	person
,	O
and	O
spread	O
it	abstract
to	O
others	O
.	O

Once	O
you	person
feel	O
confident	O
about	O
