
How	O
to	O
Pack	O
Your	object
Possessions	object
When	O
Moving	O

Even	O
if	O
you	person
ca	O
n't	O
wait	O
to	O
live	O
in	O
your	object
new	object
house	object
,	O
curb	O
your	person
enthusiasm	O
and	O
resist	O
the	abstract
urge	abstract
to	abstract
cram	abstract
all	abstract
your	abstract
possessions	abstract
any	O
which	O
way	O
into	O
boxes	object
.	O

Steps	O

Pack	O
one	object
room	object
at	O
a	O
time	O
if	O
possible	O
,	O
and	O
start	O
with	O
items	object
that	O
are	O
least	O
often	O
used	O
.	O

Write	O
down	O
a	object
list	object
of	object
everything	object
you	object
are	object
packing	object
,	O
in	O
particular	O
if	O
it	object
's	O
valuable	O
.	O

Books	object
,	object
CDs	object
,	object
expensive	object
clothes	object
.	O

Also	O
,	O
take	O
note	O
of	O
which	object
item	object
is	O
in	O
which	object
box	object
.	O

Use	O
sturdy	object
boxes	object
.	O

Fill	abstract
the	abstract
box	abstract
to	abstract
the	abstract
brim	abstract
and	abstract
seal	abstract
the	abstract
lid	abstract
.	O

That	abstract
way	abstract
,	O
you	person
can	O
easily	O
stack	O
boxes	object
on	O
top	O
of	O
one	object
another	object
.	O

Tape	O
the	object
bottom	object
of	object
the	object
box	object
securely	O
so	O
that	O
it	object
does	O
n't	O
give	O
way	O
.	O

Never	O
fill	O
a	object
box	object
until	O
it	object
is	O
so	O
heavy	O
that	O
you	person
ca	O
n't	O
lift	O
it	object
safely	O
.	O

Spread	O
the	object
heavy	object
items	object
over	O
a	object
few	object
boxes	object
.	O

Balance	O
boxes	object
with	O
lighter	object
items	object
like	O
towels	object
or	object
soft	object
toys	object
.	O

Pack	O
the	object
lighter	object
items	object
on	O
top	O
.	O

Use	O
bubble	object
wrap	object
or	O
newspapers	object
when	O
packing	O
fragile	object
items	object
.	O

However	O
,	O
newsprint	object
may	O
smudge	O
so	O
use	O
newspaper	object
selectively	O
.	O

Clean	object
paper	object
can	O
be	O
purchased	O
cheaply	O
from	O
moving	place
supply	place
stores	place
.	O

Mark	O
boxes	object
.	O

Boxes	object
should	O
be	O
marked	O
"	O
Fragile	O
"	O
and	O
"	O
This	O
side	O
up	O
"	O
to	O
prevent	O
mishandling	abstract
.	O

Label	O
each	object
box	object
clearly	O
and	O
which	object
room	object
it	object
belongs	O
to	O
.	O

Write	O
on	O
the	object
sides	object
of	object
the	object
box	object
as	O
well	O
.	O

Pack	O
a	object
separate	object
box	object
of	object
essentials	object
you	person
may	O
need	O
for	O
the	abstract
first	abstract
night	abstract
at	abstract
your	abstract
new	abstract
house	abstract
.	O

Include	O
items	object
like	object
toiletries	object
,	object
toilet	object
paper	object
,	object
bottled	object
water	object
,	object
snacks	object
and	object
a	object
change	object
of	object
clothes	object
in	O
case	O
you	person
can	O
not	O
unpack	O
everything	object
in	O
time	O
.	O

Tips	abstract

Do	O
n't	O
label	O
boxes	object
with	object
contents	object
if	O
the	object
contents	object
are	O
valuable	O
.	O

Instead	O
of	O
writing	O
"	O
Silver	O
Service	O
-	O
Fragile	O
"	O
you	person
should	O
write	O
something	object
that	O
makes	O
it	object
sound	O
less	O
theft	abstract
inviting	abstract
while	O
showing	O
the	abstract
fragile	abstract
nature	abstract
of	abstract
the	abstract
contents	abstract
.	O

Example	abstract
:	O
"	abstract
Mom	abstract
's	abstract
old	abstract
dishes	abstract
"	abstract
instead	abstract
of	abstract
"	abstract
Fine	abstract
China	abstract
"	abstract

Tape	object
is	O
cheap	O
.	O

Use	O
lots	O
of	O
it	object
.	O

Close	O
box	object
bottoms	object
well	O
.	O

Get	O
masking	object
tape	object
or	O
packing	object
tape	object
and	O
tape	O
screws	object
and	O
other	object
little	object
things	object
that	O
came	O
out	O
of	O
something	object
back	O
against	O
it	object
.	O

You	person
'll	O
want	O
to	O
find	O
