
How	O
to	event
Flirt	event
Through	O
Instant	abstract
Messaging	abstract

So	O
you	person
want	O
to	O
flirt	O
with	O
a	person
guy	person
or	person
gal	person
on	O
MSN	abstract
,	O
AIM	abstract
,	O
Facebook	abstract
Chat	abstract
,	O
or	O
any	abstract
other	abstract
instant	abstract
messaging	abstract
service	abstract
and	O
you	person
do	O
n't	O
want	O
to	O
look	O
like	O
a	person
creep	person
?	O

Congratulations	O
—	O
by	O
seeking	O
help	abstract
,	O
you	person
've	O
already	O
demonstrated	O
more	O
self-awareness	abstract
than	O
the	person
vast	person
majority	person
of	person
online	person
flirts	person
.	O

See	O
Step	abstract
1	abstract
below	O
to	O
start	O
flirting	O
smartly	O
and	O
respectfully	O
.	O

Part	abstract
1	abstract
of	abstract
2	abstract
:	O
Flirting	abstract
Dos	abstract

Start	event
the	event
conversation	event
casually	event
.	O

As	O
in	O
the	place
real	place
world	place
,	O
the	event
first	event
step	event
to	event
flirting	event
is	O
to	O
get	O
over	O
your	O
cold	O
feet	O
and	O
jump	O
right	O
in	O
!	O

Text	O
the	person
other	person
person	person
a	object
brief	object
message	object
asking	O
them	person
about	O
their	time
day	time
,	O
asking	O
them	person
a	abstract
specific	abstract
question	abstract
about	abstract
work	abstract
or	abstract
school	abstract
,	O
or	O
simply	O
saying	O
"	O
Hi	O
!	O
"	O
.	O

The	O
hardest	O
part	O
of	O
flirting	event
is	O
to	O
break	O
through	O
your	abstract
initial	abstract
reluctance	abstract
,	O
so	O
if	O
you	person
're	O
having	O
a	O
hard	O
time	O
taking	event
the	event
plunge	event
,	O
just	O
remind	O
yourself	person
that	O
no	O
matter	O
how	O
badly	O
it	event
goes	O
,	O
it	event
'll	O
be	O
less	O
stressful	O
than	O
an	event
equivalent	event
real-world	event
encounter	event
.	O

There	O
's	O
no	O
reason	abstract
to	O
be	O
nervous	O
when	O
it	O
comes	O
to	O
IM	event
flirting	event
—	O

if	O
the	person
person	person
you	person
want	O
to	O
talk	O
to	O
does	O
n't	O
want	O
to	O
talk	O
to	O
you	person
,	O
s/he	person
always	O
has	O
the	abstract
option	abstract
of	abstract
simply	abstract
not	abstract
responding	abstract
to	abstract
your	abstract
message	abstract
,	O
as	O
,	O
from	O
your	abstract
point	abstract
of	abstract
view	abstract
,	O
this	event
is	event
indistinguishable	event
from	event
him	event
or	event
her	event
simply	event
being	event
away	event
from	event
the	event
computer	event
.	O

This	event
being	O
said	O
,	O
if	O
you	person
barely	O
know	O
someone	person
,	O
it	abstract
can	O
be	O
a	abstract
good	abstract
idea	abstract
to	O
have	O
an	abstract
excuse	abstract
for	abstract
starting	abstract
a	abstract
conversation	abstract
to	O
avoid	O
awkwardness	abstract
.	O

Asking	event
for	event
help	event
with	event
a	event
work	event
or	event
school-related	event
problem	event
is	O
almost	O
always	O
a	event
good	event
bet	event
,	O
as	O
is	O
asking	O
a	abstract
question	abstract
about	abstract
something	abstract
striking	abstract
about	abstract
the	abstract
person	abstract
.	O

For	O
instance	O
,	O
if	O
the	person
person	person
has	O
a	abstract
band-related	abstract
username	abstract
,	O
you	person
might	O
say	O
:	O
"	O
Hey	O
,	O
cool	abstract
name	abstract
.	O
Did	O
you	person
see	O
those	person
guys	person
when	O
they	person
last	O
came	O
to	O
town	place
?	O
"	O

Start	event
small	event
talk	event
.	O

After	O
your	event
initial	event
greeting	event
and	event
exchange	event
of	event
pleasantries	event
,	O
you	person
'll	O
probably	O
want	O
to	O
ask	O
how	O
the	person
person	person
's	O
doing	O
(	O
just	O
like	O
you	person
might	O
in	O
the	place
real	place
world	place
)	O
.	O

Ask	O
him	person
or	person
her	person
about	O
work	place
or	O
school	place
,	O
his	abstract
/	abstract
her	abstract
interests	abstract
,	O
or	O
any	event
recent	event
trips	event
,	O
for	O
instance	O
.	O

Rather	O
than	O
asking	O
a	abstract
question	abstract
,	O
you	person
can	O
also	O
simply	O
offer	O
your	abstract
comments	abstract
on	abstract
these	abstract
things	abstract
.	O

When	O
s/he	person
responds	O
,	O
add	O
your	abstract
own	abstract
comments	abstract
or	O
ask	O
follow-up	abstract
questions	abstract
and	O
proceed	O
from	O
there	O
!	O

Do	O
n't	O
pry	O
into	O
his	abstract
or	abstract
her	abstract
personal	abstract
life	abstract
—	O
keep	O
things	O
light	O
,	O
fun	O
,	O
and	O
focused	O
on	O
worry-free	abstract
subjects	abstract
.	O

Do	O
n't	O
dwell	O
too	O
long	O
on	O
small	event
talk	event
.	O

A	time
minute	time
or	time
two	time
is	O
great	O
for	O
breaking	O
the	O
ice	O
,	O
but	O
much	O
more	O
can	O
get	O
boring	O
fast	O
.	O

For	O
example	O
,	O
after	O
we	person
've	O
opened	O
up	O
by	O
asking	O
about	O
this	abstract
person	abstract
's	abstract
interest	abstract
in	abstract
the	abstract
band	abstract
in	abstract
his	abstract
/	abstract
her	abstract
username	abstract
,	O
it	O
's	O
logical	O
and	O
reasonable	O
to	O
ask	O
about	O
this	abstract
person	abstract
's	abstract
musical	abstract
likes	abstract
and	abstract
dislikes	abstract
.	O

You	person
can	O
even	O
offer	O
your	abstract
own	abstract
opinions	abstract
and	abstract
suggestions	abstract
.	O

For	O
instance	O
,	O
you	person
might	O
say	O
something	O
like	O
:	O
"	O
If	O
you	person
like	O
those	person
guys	person
,	O
you	person
might	O
want	O
to	O
check	O
out	O
this	organization
band	organization
called	organization
Manic	organization
Albatross	organization
-	O
they	person
're	O
like	O
the	organization
Beatles	organization
,	O
only	O
darker	O
.	O
What	O
sorts	organization
of	organization
other	organization
bands	organization
do	O
you	person
like	O
?	O
"	O

Joke	event
.	O

Everyone	person
likes	O
a	abstract
good	abstract
sense	abstract
of	abstract
humor	abstract
.	O

In	O
the	abstract
immortal	abstract
words	abstract
of	abstract
Marilyn	abstract
Monroe	abstract
,	O
"	O
If	O
you	person
can	O
make	O
a	person
woman	person
laugh	O
,	O
you	person
can	O
make	O
her	person
do	O
anything	O
"	O
(	O
do	O
n't	O
worry	O
,	O
ladies	person
—	O
the	abstract
same	abstract
is	O
true	O
for	O
men	person
!	O
)	O

Try	O
to	O
be	O
playful	O
and	O
even	O
slightly	O
sarcastic	O
as	O
you	person
respond	O
to	O
the	abstract
statements	abstract
of	abstract
the	abstract
person	abstract
you	O
're	O
talking	O
to	O
.	O

For	O
instance	O
,	O
if	O
you	person
're	O
asked	O
what	O
you	person
're	O
up	O
to	O
,	O
rather	O
than	O
saying	O
,	O
"	O
looking	O
for	O
people	person
to	O
hit	O
on	O
on	O
Facebook	place
"	O
you	person
might	O
find	O
that	O
it	abstract
's	O
a	abstract
better	abstract
idea	abstract
to	event
give	event
a	event
sarcastic	event
answer	event
like	O
"	O
writing	event
the	event
great	event
American	event
novel	event
"	O
or	O
"	O
drowning	event
my	event
sorrows	event
"	O
.	O

These	abstract
responses	abstract
have	O
the	abstract
added	abstract
benefit	abstract
of	abstract
being	abstract
natural	abstract
launching	abstract
points	abstract
for	abstract
conversations	abstract
about	abstract
your	abstract
hobbies	abstract
,	O
like	O
the	event
writing	event
you	event
're	event
doing	event
on	event
the	event
side	event
and	O
the	event
great	event
bourbon	event
you	event
tasted	event
the	event
other	event
day	event
.	O

In	O
our	abstract
example	abstract
conversation	abstract
,	O
you	person
might	O
work	O
a	abstract
joke	abstract
or	abstract
two	abstract
into	O
your	event
music-related	event
small	event
talk	event
.	O

For	O
instance	O
,	O
you	person
might	O
say	O
something	O
like	O
,	O
"	O
I	person
do	O
n't	O
know	O
why	O
every	abstract
song	abstract
on	abstract
the	abstract
radio	abstract
nowadays	O
has	O
a	O
Texas	person
Flynn	person
feature	O
.	O
Does	O
he	person
even	O
have	O
time	abstract
to	O
record	O
between	O
rehab	event
stints	event
?	O
"	O

Part	abstract
2	abstract
of	abstract
2	abstract
:	O
Flirting	abstract
Don'ts	abstract

Do	event
n't	event
be	event
too	event
self-deprecating	event
.	event

Simply	O
put	O
,	O
confidence	event
is	event
sexy	event
.	O

This	abstract
is	O
more	O
true	O
for	O
real-life	abstract
situations	abstract
than	O
it	abstract
is	O
online	O
,	O
but	O
this	abstract
mantra	abstract
has	O
some	abstract
truth	abstract
in	O
the	place
world	place
of	place
IM	place
flirting	place
as	O
well	O
.	O

For	O
instance	O
,	O
you	person
'll	O
want	O
to	O
avoid	O
making	event
lots	event
of	event
jokes	event
at	event
your	event
own	event
expense	event
.	O

Just	O
one	abstract
is	O
plenty	O
—	O
it	abstract
should	O
n't	O
be	O
a	abstract
recurring	abstract
theme	abstract
throughout	abstract
your	abstract
conversation	abstract
.	O

Doing	O
this	abstract
too	O
often	O
can	O
quickly	O
turn	O
an	abstract
otherwise	abstract
flirtatious	abstract
conversation	abstract
into	O
one	event
in	event
which	event
you	event
appear	event
needy	event
and	event
self-loathing	event
.	O

On	O
the	O
other	O
hand	O
,	O
this	O
is	O
n't	O
to	O
say	O
that	O
you	person
should	O
necessarily	O
make	event
jokes	event
at	event
other	event
people	event
's	event
expense	event
,	O
as	O
this	abstract
can	O
make	O
you	person
seem	O
mean	O
and	O
petty	O
.	O

Any	abstract
sort	abstract
of	abstract
pointed	abstract
or	abstract
caustic	abstract
remarks	abstract
about	abstract
yourself	abstract
or	abstract
someone	abstract
else	abstract
do	O
n't	O
have	O
a	O
place	O
in	O
flirtatious	abstract
conversations	abstract
.	O

Do	event
n't	event
be	event
too	event
sappy	event
.	event

People	person
like	O
flirting	event
to	O
be	O
fun	O
.	O

For	O
most	person
people	person
,	O
receiving	event
compliments	event
is	O
only	O
fun	O
up	O
to	O
a	O
point	O
—	O
getting	event
more	event
than	event
one	event
or	event
two	event
can	O
make	O
someone	person
feel	O
embarrassed	O
and	O
self-conscious	O
.	O

It	abstract
can	O
also	O
make	O
him	person
or	person
her	person
question	O
your	abstract
motives	abstract
,	O
leading	O
the	person
person	person
to	O
believe	O
that	O
you	person
may	O
be	O
trying	O
to	O
get	O
something	object
out	object
of	object
him	object
or	object
her	object
.	O

Besides	O
,	O
the	abstract
wooing	abstract
power	abstract
of	abstract
flowery	abstract
,	abstract
gushing	abstract
compliments	abstract
is	O
diminished	O
(	O
to	O
say	O
the	O
least	O
)	O
when	O
the	abstract
compliments	abstract
are	O
displayed	O
in	O
a	object
tiny	object
box	object
at	object
the	object
bottom	object
of	object
the	object
screen	object
alongside	object
cartoon	object
smiley	object
faces	object
.	O

Instead	O
of	O
relying	O
too	O
heavily	O
on	O
compliments	abstract
,	O
instead	O
,	O
focus	O
on	O
having	O
an	abstract
engaging	abstract
,	abstract
genuine	abstract
conversation	abstract
.	O

Follow	O
the	abstract
mantra	abstract
"	O
show	event
,	event
do	event
n't	event
tell	event
.	O
"	O
